,Side,Region,Year,Game ID,Team,Victory,Game Duration,Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost
0,Blue Side,LCK,2024,55891,Nongshim RedForce,True,42.683,DnDn,TOP,18.0,2.0,2.0,9.0,5.5,373.0,0.0,,8.7,17267.0,405.0,0.226,41.0,22.0,10.0,9.0,9.0,0.96,0.52,0.21,0.23,0.096,19834.0,14465.0,4310.0,1059.0,465.0,0.223,0.26,0.786,0.0,0.0,0.0,0.0,0.0,793.0,11.0,721.0,0.0,0.0,3731.0,3731.0,12325.0,0.0,70930.0,389.0,29.0,2366.0,44440.0,98.0,11.0,34.0,550.0,50.0
1,Blue Side,LCK,2024,55891,Nongshim RedForce,True,42.683,Sylvie,JUNGLE,16.0,0.0,3.0,12.0,4.0,208.0,166.0,,4.9,12030.0,282.0,0.158,83.0,21.0,35.0,19.0,19.0,1.94,0.49,0.45,0.82,0.193,11809.0,733.0,10888.0,188.0,277.0,0.133,0.28,0.857,0.0,0.0,0.0,0.0,0.0,121.0,-5.0,49.0,0.0,0.0,1432.0,1432.0,25454.0,0.0,46033.0,0.0,62.0,1312.0,41097.0,91.0,21.0,39.0,0.0,0.0
2,Blue Side,LCK,2024,55891,Nongshim RedForce,True,42.683,Callme,MID,18.0,2.0,1.0,10.0,12.0,372.0,20.0,,8.7,15855.0,371.0,0.208,76.0,9.0,38.0,6.0,6.0,1.78,0.21,0.14,0.89,0.177,19590.0,465.0,18866.0,259.0,459.0,0.22,0.28,0.857,0.0,0.0,0.0,0.0,0.0,-719.0,-10.0,-101.0,0.0,0.0,4275.0,4275.0,6043.0,0.0,18680.0,0.0,12.0,436.0,23406.0,38.0,9.0,35.0,100.0,0.0
3,Blue Side,LCK,2024,55891,Nongshim RedForce,True,42.683,Jiwoo,ADC,18.0,8.0,2.0,1.0,4.5,489.0,39.0,,11.5,20388.0,478.0,0.267,64.0,17.0,34.0,6.0,6.0,1.5,0.4,0.14,0.8,0.149,33482.0,17419.0,7906.0,8157.0,784.0,0.377,0.21,0.643,0.0,1.0,0.0,0.0,0.0,-1625.0,-22.0,-446.0,-1.0,0.0,2914.0,2914.0,12442.0,0.0,11257.0,0.0,12.0,542.0,22863.0,74.0,10.0,29.0,450.0,300.0
4,Blue Side,LCK,2024,55891,Nongshim RedForce,True,42.683,Peter,SUPPORT,14.0,2.0,1.0,9.0,11.0,38.0,0.0,,0.9,10766.0,252.0,0.141,165.0,95.0,20.0,28.0,27.0,3.87,2.23,0.66,0.47,0.385,4198.0,323.0,2783.0,1092.0,98.0,0.047,0.26,0.786,0.0,0.0,0.0,0.0,0.0,-233.0,-19.0,-943.0,-1.0,0.0,234.0,234.0,15593.0,7532.0,28498.0,461.0,27.0,60.0,25016.0,12.0,31.0,45.0,600.0,0.0
5,Red Side,LCK,2024,55891,DRX,False,42.683,Rascal,TOP,18.0,4.0,4.0,2.0,1.5,388.0,43.0,,9.1,17049.0,399.0,0.232,60.0,15.0,16.0,9.0,9.0,1.41,0.35,0.21,0.37,0.117,23389.0,1772.0,15971.0,5646.0,548.0,0.199,0.14,0.667,10.0,0.0,0.0,0.0,0.0,-793.0,-11.0,-721.0,0.0,0.0,3772.0,3772.0,6994.0,0.0,28136.0,0.0,8.0,313.0,31745.0,207.0,11.0,31.0,50.0,700.0
6,Red Side,LCK,2024,55891,DRX,False,42.683,Sponge,JUNGLE,16.0,0.0,4.0,6.0,1.5,218.0,183.0,,5.1,12129.0,284.0,0.165,73.0,32.0,13.0,19.0,18.0,1.71,0.75,0.45,0.3,0.142,11352.0,9236.0,1868.0,248.0,266.0,0.097,0.14,0.667,0.0,0.0,0.0,0.0,0.0,-121.0,5.0,-49.0,0.0,0.0,334.0,334.0,23544.0,0.0,69974.0,584.0,16.0,632.0,44575.0,126.0,21.0,45.0,0.0,0.0
7,Red Side,LCK,2024,55891,DRX,False,42.683,SeTab,MID,18.0,3.0,2.0,2.0,2.5,376.0,13.0,,8.8,17630.0,413.0,0.24,76.0,28.0,10.0,13.0,13.0,1.78,0.66,0.3,0.23,0.148,22406.0,637.0,21769.0,0.0,525.0,0.19,0.12,0.556,0.0,0.0,0.0,0.0,0.0,719.0,10.0,101.0,0.0,0.0,6617.0,6617.0,1964.0,717.0,17470.0,2838.0,26.0,558.0,15105.0,32.0,15.0,35.0,300.0,450.0
8,Red Side,LCK,2024,55891,DRX,False,42.683,Teddy,ADC,17.0,2.0,1.0,3.0,5.0,396.0,16.0,,9.3,16643.0,390.0,0.227,56.0,19.0,16.0,4.0,4.0,1.31,0.45,0.09,0.37,0.109,54893.0,50385.0,4448.0,60.0,1286.0,0.467,0.12,0.556,0.0,0.0,0.0,0.0,0.0,1625.0,22.0,446.0,1.0,0.0,2331.0,2331.0,3564.0,0.0,8172.0,0.0,40.0,494.0,12353.0,0.0,5.0,26.0,0.0,550.0
9,Red Side,LCK,2024,55891,DRX,False,42.683,Pleata,SUPPORT,13.0,0.0,3.0,8.0,2.7,62.0,0.0,,1.5,10024.0,235.0,0.136,248.0,152.0,34.0,29.0,27.0,5.81,3.56,0.68,0.8,0.483,5583.0,648.0,3677.0,1258.0,131.0,0.047,0.19,0.889,0.0,0.0,0.0,0.0,0.0,233.0,19.0,943.0,1.0,0.0,763.0,763.0,8119.0,1516.0,30668.0,2938.0,28.0,81.0,22814.0,106.0,32.0,49.0,0.0,0.0
0,Blue Side,LCK,2024,55892,DRX,True,33.95,Rascal,TOP,18.0,3.0,1.0,9.0,12.0,293.0,0.0,,8.6,13830.0,407.0,0.214,48.0,19.0,5.0,7.0,7.0,1.41,0.56,0.21,0.15,0.14,9657.0,6676.0,2222.0,759.0,284.0,0.137,0.35,0.75,0.0,1.0,0.0,0.0,0.0,-848.0,-7.0,-10.0,0.0,0.0,2327.0,2327.0,9816.0,0.0,58875.0,499.0,24.0,1335.0,33970.0,59.0,8.0,26.0,150.0,200.0
1,Blue Side,LCK,2024,55892,DRX,True,33.95,Sponge,JUNGLE,16.0,7.0,0.0,6.0,100.0,227.0,190.0,,6.7,13869.0,409.0,0.214,78.0,17.0,19.0,14.0,14.0,2.3,0.5,0.41,0.56,0.227,13785.0,11686.0,1569.0,530.0,406.0,0.195,0.38,0.813,0.0,1.0,0.0,1.0,0.0,462.0,30.0,612.0,0.0,0.0,6013.0,6013.0,30718.0,0.0,37575.0,0.0,22.0,809.0,37439.0,0.0,15.0,32.0,350.0,0.0
2,Blue Side,LCK,2024,55892,DRX,True,33.95,Kyeahoo,MID,18.0,2.0,2.0,11.0,6.5,292.0,0.0,,8.6,13324.0,392.0,0.206,41.0,17.0,3.0,5.0,5.0,1.21,0.5,0.15,0.09,0.119,25533.0,457.0,25039.0,37.0,752.0,0.362,0.38,0.813,10.0,0.0,0.0,0.0,0.0,-865.0,-13.0,-826.0,-1.0,0.0,7102.0,7102.0,5322.0,0.0,10985.0,797.0,25.0,983.0,15313.0,77.0,7.0,24.0,50.0,100.0
3,Blue Side,LCK,2024,55892,DRX,True,33.95,Teddy,ADC,17.0,3.0,1.0,10.0,13.0,351.0,20.0,,10.3,15465.0,456.0,0.239,37.0,11.0,11.0,1.0,1.0,1.09,0.32,0.03,0.32,0.108,16263.0,13907.0,1722.0,634.0,479.0,0.23,0.38,0.813,0.0,0.0,0.0,0.0,0.0,576.0,20.0,752.0,1.0,0.0,5201.0,5201.0,3305.0,0.0,14822.0,0.0,19.0,454.0,8593.0,53.0,2.0,19.0,0.0,500.0
4,Blue Side,LCK,2024,55892,DRX,True,33.95,Pleata,SUPPORT,13.0,1.0,3.0,12.0,4.3,40.0,0.0,,1.2,8281.0,244.0,0.128,140.0,88.0,16.0,16.0,14.0,4.12,2.59,0.47,0.47,0.407,5373.0,518.0,3719.0,1136.0,158.0,0.076,0.38,0.813,0.0,0.0,0.0,0.0,0.0,-108.0,-14.0,-324.0,0.0,0.0,261.0,261.0,5289.0,2448.0,15218.0,2243.0,25.0,102.0,11567.0,103.0,18.0,33.0,100.0,0.0
5,Red Side,LCK,2024,55892,Nongshim RedForce,False,33.95,DnDn,TOP,17.0,1.0,3.0,6.0,2.3,293.0,4.0,,8.6,14642.0,431.0,0.248,38.0,21.0,6.0,12.0,10.0,1.12,0.62,0.35,0.18,0.116,21310.0,8954.0,11850.0,506.0,628.0,0.294,0.21,1.0,0.0,0.0,0.0,0.0,0.0,848.0,7.0,10.0,0.0,0.0,5659.0,5659.0,5729.0,0.0,15053.0,0.0,45.0,231.0,16881.0,159.0,13.0,29.0,500.0,150.0
6,Red Side,LCK,2024,55892,Nongshim RedForce,False,33.95,Sylvie,JUNGLE,14.0,0.0,4.0,6.0,1.5,159.0,138.0,,4.7,9013.0,265.0,0.153,56.0,15.0,16.0,14.0,12.0,1.65,0.44,0.41,0.47,0.171,6576.0,476.0,5648.0,452.0,194.0,0.091,0.18,0.857,0.0,0.0,0.0,0.0,0.0,-462.0,-30.0,-612.0,0.0,0.0,0.0,0.0,8516.0,0.0,52970.0,0.0,22.0,1021.0,25548.0,167.0,16.0,30.0,0.0,0.0
7,Red Side,LCK,2024,55892,Nongshim RedForce,False,33.95,Callme,MID,18.0,3.0,2.0,4.0,3.5,360.0,4.0,,10.6,14364.0,423.0,0.243,66.0,14.0,23.0,9.0,9.0,1.94,0.41,0.27,0.68,0.201,20392.0,444.0,19110.0,838.0,601.0,0.282,0.21,1.0,0.0,0.0,0.0,0.0,0.0,865.0,13.0,826.0,1.0,0.0,2700.0,2700.0,5039.0,581.0,13608.0,0.0,12.0,199.0,16756.0,48.0,13.0,33.0,100.0,200.0
8,Red Side,LCK,2024,55892,Nongshim RedForce,False,33.95,Jiwoo,ADC,15.0,3.0,4.0,1.0,1.0,344.0,28.0,,10.1,13556.0,399.0,0.23,39.0,14.0,16.0,4.0,4.0,1.15,0.41,0.12,0.47,0.119,20970.0,20710.0,0.0,260.0,618.0,0.29,0.12,0.571,0.0,1.0,0.0,0.0,0.0,-576.0,-20.0,-752.0,-1.0,0.0,0.0,0.0,3504.0,0.0,8867.0,0.0,18.0,93.0,16311.0,124.0,7.0,25.0,200.0,300.0
9,Red Side,LCK,2024,55892,Nongshim RedForce,False,33.95,Peter,SUPPORT,12.0,0.0,3.0,4.0,1.3,60.0,0.0,,1.8,7461.0,220.0,0.126,129.0,63.0,21.0,19.0,19.0,3.8,1.86,0.56,0.62,0.393,3117.0,525.0,1958.0,634.0,92.0,0.043,0.12,0.571,0.0,0.0,0.0,0.0,0.0,108.0,14.0,324.0,0.0,0.0,0.0,0.0,1051.0,414.0,19596.0,1475.0,30.0,148.0,11940.0,117.0,22.0,36.0,0.0,0.0
0,Blue Side,LCK,2024,55893,Nongshim RedForce,False,38.65,DnDn,TOP,16.0,2.0,6.0,4.0,1.0,255.0,18.0,,6.6,12396.0,321.0,0.195,51.0,26.0,6.0,16.0,14.0,1.32,0.67,0.41,0.16,0.145,15814.0,12687.0,3089.0,38.0,409.0,0.175,0.16,0.75,0.0,0.0,0.0,0.0,0.0,-1022.0,-16.0,-244.0,0.0,0.0,2589.0,2589.0,7509.0,0.0,24071.0,0.0,22.0,198.0,31867.0,181.0,17.0,40.0,0.0,0.0
1,Blue Side,LCK,2024,55893,Nongshim RedForce,False,38.65,Sylvie,JUNGLE,15.0,1.0,6.0,6.0,1.2,178.0,147.0,,4.6,11023.0,285.0,0.174,70.0,16.0,21.0,16.0,14.0,1.81,0.41,0.41,0.54,0.199,9328.0,972.0,7794.0,562.0,241.0,0.103,0.18,0.875,0.0,0.0,0.0,0.0,0.0,-599.0,-3.0,-270.0,0.0,0.0,0.0,0.0,10816.0,230.0,85548.0,0.0,48.0,835.0,36626.0,188.0,17.0,33.0,700.0,0.0
2,Blue Side,LCK,2024,55893,Nongshim RedForce,False,38.65,Callme,MID,18.0,1.0,4.0,5.0,1.5,339.0,11.0,,8.8,14212.0,368.0,0.224,32.0,10.0,8.0,7.0,6.0,0.83,0.26,0.18,0.21,0.091,30767.0,444.0,29804.0,519.0,796.0,0.341,0.16,0.75,0.0,0.0,0.0,0.0,0.0,-577.0,-7.0,-315.0,-1.0,0.0,2986.0,2986.0,3474.0,0.0,35557.0,0.0,19.0,773.0,28481.0,175.0,9.0,32.0,50.0,50.0
3,Blue Side,LCK,2024,55893,Nongshim RedForce,False,38.65,Jiwoo,ADC,18.0,2.0,2.0,4.0,3.0,445.0,32.0,,11.5,16980.0,439.0,0.268,47.0,13.0,18.0,5.0,4.0,1.22,0.34,0.13,0.47,0.134,29191.0,18999.0,9753.0,439.0,755.0,0.323,0.16,0.75,0.0,0.0,0.0,0.0,0.0,994.0,112.0,1853.0,2.0,0.0,118.0,118.0,8950.0,0.0,20918.0,0.0,7.0,277.0,25160.0,26.0,7.0,30.0,350.0,200.0
4,Blue Side,LCK,2024,55893,Nongshim RedForce,False,38.65,Peter,SUPPORT,13.0,2.0,4.0,6.0,2.0,31.0,0.0,,0.8,8830.0,228.0,0.139,152.0,102.0,13.0,20.0,19.0,3.93,2.64,0.52,0.34,0.432,5194.0,620.0,3658.0,916.0,134.0,0.058,0.21,1.0,0.0,0.0,0.0,0.0,0.0,-1599.0,-115.0,-2805.0,-3.0,0.0,0.0,0.0,5279.0,2127.0,19805.0,3055.0,28.0,71.0,17754.0,96.0,23.0,36.0,50.0,0.0
5,Red Side,LCK,2024,55893,DRX,True,38.65,Rascal,TOP,18.0,7.0,3.0,10.0,5.7,330.0,25.0,,8.5,19096.0,494.0,0.243,42.0,18.0,10.0,16.0,6.0,1.09,0.47,0.41,0.26,0.106,29785.0,15163.0,13288.0,1334.0,771.0,0.261,0.44,0.773,0.0,2.0,0.0,0.0,0.0,1022.0,16.0,244.0,0.0,0.0,16762.0,16762.0,13385.0,0.0,46917.0,0.0,24.0,349.0,35017.0,146.0,9.0,31.0,50.0,1050.0
6,Red Side,LCK,2024,55893,DRX,True,38.65,Sponge,JUNGLE,17.0,3.0,2.0,16.0,9.5,213.0,169.0,,5.5,14037.0,363.0,0.179,97.0,24.0,36.0,22.0,22.0,2.51,0.62,0.57,0.93,0.244,13617.0,7603.0,4976.0,1038.0,352.0,0.119,0.49,0.864,0.0,0.0,0.0,0.0,0.0,599.0,3.0,270.0,0.0,1.0,4391.0,4391.0,15942.0,507.0,67431.0,0.0,39.0,1043.0,39542.0,73.0,25.0,43.0,200.0,0.0
7,Red Side,LCK,2024,55893,DRX,True,38.65,Kyeahoo,MID,18.0,5.0,2.0,15.0,10.0,307.0,0.0,,7.9,16083.0,416.0,0.205,54.0,19.0,6.0,8.0,8.0,1.4,0.49,0.21,0.16,0.136,28178.0,1383.0,24159.0,2636.0,729.0,0.247,0.52,0.909,0.0,0.0,0.0,0.0,0.0,577.0,7.0,315.0,1.0,0.0,6345.0,6345.0,3373.0,1267.0,11357.0,753.0,38.0,1147.0,16571.0,80.0,13.0,34.0,0.0,100.0
8,Red Side,LCK,2024,55893,DRX,True,38.65,Teddy,ADC,16.0,4.0,1.0,16.0,20.0,123.0,19.0,,3.2,14308.0,370.0,0.182,162.0,67.0,37.0,11.0,10.0,4.19,1.73,0.28,0.96,0.407,27863.0,25017.0,137.0,2709.0,721.0,0.244,0.52,0.909,0.0,0.0,0.0,0.0,0.0,-994.0,-112.0,-1853.0,-2.0,0.0,4698.0,4698.0,16106.0,10109.0,5612.0,5086.0,37.0,485.0,10558.0,37.0,12.0,33.0,0.0,0.0
9,Red Side,LCK,2024,55893,DRX,True,38.65,Pleata,SUPPORT,17.0,3.0,0.0,15.0,100.0,295.0,6.0,,7.6,14935.0,386.0,0.19,43.0,12.0,14.0,11.0,10.0,1.11,0.31,0.28,0.36,0.108,14764.0,1295.0,10856.0,2613.0,382.0,0.129,0.47,0.818,0.0,1.0,0.0,0.0,0.0,1599.0,115.0,2805.0,3.0,0.0,1918.0,1918.0,14096.0,1862.0,52119.0,0.0,66.0,1927.0,30200.0,0.0,13.0,29.0,0.0,0.0
0,Blue Side,LCK,2024,55888,Dplus KIA,True,28.25,kingen,TOP,17.0,4.0,0.0,4.0,100.0,269.0,16.0,,9.5,13157.0,466.0,0.223,33.0,13.0,7.0,8.0,8.0,1.17,0.46,0.28,0.25,0.107,15785.0,12596.0,1935.0,1254.0,559.0,0.337,0.28,0.727,0.0,0.0,1.0,0.0,0.0,-249.0,3.0,312.0,0.0,0.0,6287.0,6287.0,6985.0,0.0,14834.0,0.0,12.0,153.0,14590.0,0.0,10.0,22.0,0.0,0.0
1,Blue Side,LCK,2024,55888,Dplus KIA,True,28.25,Lucid,JUNGLE,15.0,0.0,0.0,8.0,100.0,174.0,146.0,,6.2,9956.0,352.0,0.169,48.0,14.0,11.0,12.0,12.0,1.7,0.5,0.42,0.39,0.156,4330.0,167.0,4123.0,40.0,153.0,0.092,0.28,0.727,0.0,0.0,0.0,0.0,0.0,-96.0,-11.0,-396.0,0.0,1.0,3187.0,3187.0,20279.0,0.0,30266.0,0.0,23.0,512.0,26723.0,0.0,13.0,29.0,0.0,0.0
2,Blue Side,LCK,2024,55888,Dplus KIA,True,28.25,ShowMaker,MID,18.0,2.0,0.0,9.0,100.0,334.0,16.0,,11.8,13857.0,491.0,0.235,50.0,8.0,19.0,8.0,7.0,1.77,0.28,0.28,0.67,0.162,12733.0,528.0,12112.0,93.0,451.0,0.272,0.39,1.0,0.0,0.0,0.0,0.0,0.0,310.0,12.0,97.0,0.0,0.0,6111.0,6111.0,2762.0,0.0,15075.0,0.0,5.0,611.0,9162.0,0.0,10.0,24.0,0.0,0.0
3,Blue Side,LCK,2024,55888,Dplus KIA,True,28.25,Aiming,ADC,16.0,3.0,0.0,8.0,100.0,326.0,33.0,,11.5,13944.0,494.0,0.236,61.0,23.0,16.0,4.0,4.0,2.16,0.81,0.14,0.57,0.198,9973.0,8566.0,1407.0,0.0,353.0,0.213,0.39,1.0,0.0,0.0,1.0,0.0,0.0,880.0,36.0,1007.0,1.0,0.0,8211.0,8211.0,3112.0,0.0,12814.0,0.0,12.0,450.0,5908.0,0.0,5.0,21.0,0.0,0.0
4,Blue Side,LCK,2024,55888,Dplus KIA,True,28.25,Kellin,SUPPORT,12.0,2.0,0.0,8.0,100.0,23.0,0.0,,0.8,8048.0,285.0,0.136,116.0,71.0,11.0,10.0,10.0,4.11,2.51,0.35,0.39,0.377,4025.0,1016.0,1955.0,1054.0,142.0,0.086,0.35,0.909,0.0,1.0,0.0,0.0,0.0,-173.0,-16.0,107.0,0.0,0.0,1044.0,1044.0,1640.0,246.0,9379.0,1212.0,10.0,123.0,8041.0,0.0,12.0,25.0,0.0,0.0
5,Red Side,LCK,2024,55888,OK BRION,False,28.25,Morgan,TOP,16.0,0.0,2.0,0.0,0.0,262.0,4.0,,9.3,10510.0,372.0,0.235,22.0,10.0,6.0,2.0,2.0,0.78,0.35,0.07,0.21,0.099,7604.0,4087.0,3517.0,0.0,269.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,-3.0,-312.0,0.0,0.0,9625.0,9625.0,4175.0,0.0,11781.0,0.0,11.0,167.0,14908.0,38.0,3.0,17.0,0.0,0.0
6,Red Side,LCK,2024,55888,OK BRION,False,28.25,GIDEON,JUNGLE,12.0,0.0,2.0,0.0,0.0,141.0,128.0,,5.0,7497.0,265.0,0.167,41.0,12.0,10.0,10.0,10.0,1.45,0.42,0.35,0.35,0.185,3787.0,1531.0,2043.0,213.0,134.0,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,11.0,396.0,0.0,0.0,0.0,0.0,9117.0,184.0,23317.0,0.0,13.0,495.0,18640.0,33.0,11.0,24.0,0.0,0.0
7,Red Side,LCK,2024,55888,OK BRION,False,28.25,Karis,MID,15.0,0.0,2.0,0.0,0.0,288.0,4.0,,10.2,10715.0,379.0,0.239,25.0,15.0,11.0,6.0,5.0,0.88,0.53,0.21,0.39,0.113,9542.0,213.0,9329.0,0.0,338.0,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-310.0,-12.0,-97.0,0.0,0.0,1557.0,1557.0,102.0,0.0,6258.0,689.0,11.0,1056.0,9441.0,38.0,8.0,24.0,0.0,0.0
8,Red Side,LCK,2024,55888,OK BRION,False,28.25,Envyy,ADC,13.0,0.0,2.0,0.0,0.0,251.0,8.0,,8.9,9510.0,337.0,0.212,31.0,13.0,10.0,6.0,5.0,1.1,0.46,0.21,0.35,0.14,9378.0,7372.0,1443.0,563.0,332.0,0.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-880.0,-36.0,-1007.0,-1.0,0.0,0.0,0.0,2641.0,0.0,5844.0,0.0,5.0,387.0,11594.0,33.0,8.0,24.0,0.0,0.0
9,Red Side,LCK,2024,55888,OK BRION,False,28.25,Pollu,SUPPORT,9.0,0.0,3.0,0.0,0.0,47.0,0.0,,1.7,6559.0,232.0,0.146,103.0,54.0,29.0,13.0,13.0,3.65,1.91,0.46,1.03,0.464,2350.0,241.0,1630.0,479.0,83.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,16.0,-107.0,0.0,0.0,0.0,0.0,1833.0,787.0,11481.0,1196.0,7.0,18.0,9910.0,62.0,15.0,31.0,0.0,0.0
0,Blue Side,LCK,2024,55889,OK BRION,False,32.983,Morgan,TOP,16.0,2.0,2.0,3.0,2.5,265.0,0.0,,8.0,11488.0,348.0,0.218,32.0,8.0,9.0,6.0,4.0,0.97,0.24,0.18,0.27,0.137,8537.0,6521.0,996.0,1020.0,259.0,0.158,0.15,0.833,0.0,0.0,0.0,0.0,0.0,538.0,6.0,412.0,0.0,0.0,468.0,468.0,4189.0,0.0,43940.0,276.0,18.0,2670.0,28271.0,45.0,9.0,24.0,250.0,50.0
1,Blue Side,LCK,2024,55889,OK BRION,False,32.983,GIDEON,JUNGLE,15.0,0.0,2.0,6.0,3.0,205.0,187.0,,6.2,9865.0,299.0,0.187,54.0,19.0,16.0,8.0,7.0,1.64,0.58,0.24,0.49,0.232,5968.0,4495.0,543.0,930.0,181.0,0.11,0.18,1.0,0.0,0.0,0.0,0.0,0.0,-133.0,-1.0,481.0,0.0,0.0,0.0,0.0,18601.0,0.0,33784.0,1807.0,12.0,610.0,32151.0,33.0,10.0,25.0,0.0,0.0
2,Blue Side,LCK,2024,55889,OK BRION,False,32.983,Karis,MID,17.0,3.0,2.0,2.0,2.5,297.0,0.0,,9.0,12849.0,390.0,0.244,30.0,9.0,6.0,8.0,7.0,0.91,0.27,0.24,0.18,0.129,14111.0,656.0,13361.0,94.0,428.0,0.261,0.15,0.833,0.0,0.0,0.0,0.0,0.0,-468.0,-11.0,-816.0,0.0,0.0,2638.0,2638.0,601.0,0.0,15066.0,459.0,23.0,1055.0,17126.0,45.0,11.0,25.0,400.0,100.0
3,Blue Side,LCK,2024,55889,OK BRION,False,32.983,Envyy,ADC,15.0,0.0,4.0,3.0,0.8,303.0,8.0,,9.2,11318.0,343.0,0.215,34.0,14.0,11.0,6.0,6.0,1.03,0.42,0.18,0.33,0.146,18889.0,17717.0,990.0,182.0,573.0,0.349,0.09,0.5,0.0,0.0,0.0,0.0,0.0,-2570.0,-36.0,-1301.0,-1.0,0.0,0.0,0.0,3788.0,0.0,13399.0,0.0,1.0,22.0,20909.0,85.0,8.0,24.0,0.0,0.0
4,Blue Side,LCK,2024,55889,OK BRION,False,32.983,Pollu,SUPPORT,13.0,1.0,2.0,4.0,2.5,12.0,0.0,,0.4,7111.0,216.0,0.135,83.0,59.0,1.0,16.0,12.0,2.52,1.79,0.49,0.03,0.356,6654.0,376.0,5138.0,1140.0,202.0,0.123,0.15,0.833,0.0,0.0,0.0,0.0,0.0,-728.0,-3.0,-813.0,0.0,0.0,0.0,0.0,8267.0,7851.0,3454.0,9002.0,16.0,168.0,7017.0,20.0,18.0,43.0,150.0,0.0
5,Red Side,LCK,2024,55889,Dplus KIA,True,32.983,kingen,TOP,18.0,5.0,2.0,4.0,4.5,308.0,12.0,,9.3,14211.0,431.0,0.218,20.0,8.0,3.0,5.0,3.0,0.61,0.24,0.15,0.09,0.075,28657.0,13952.0,6985.0,7720.0,869.0,0.35,0.27,0.75,10.0,0.0,0.0,0.0,0.0,-538.0,-6.0,-412.0,0.0,0.0,480.0,480.0,7855.0,0.0,25323.0,0.0,21.0,1339.0,20101.0,90.0,8.0,29.0,0.0,450.0
6,Red Side,LCK,2024,55889,Dplus KIA,True,32.983,Lucid,JUNGLE,15.0,2.0,2.0,8.0,5.0,189.0,165.0,,5.7,11046.0,335.0,0.169,62.0,16.0,17.0,14.0,14.0,1.88,0.49,0.42,0.52,0.232,4779.0,4285.0,160.0,334.0,145.0,0.058,0.3,0.833,0.0,0.0,0.0,0.0,0.0,133.0,1.0,-481.0,0.0,0.0,1051.0,1051.0,14297.0,0.0,43366.0,0.0,15.0,776.0,28051.0,59.0,15.0,31.0,0.0,0.0
7,Red Side,LCK,2024,55889,Dplus KIA,True,32.983,ShowMaker,MID,17.0,0.0,1.0,8.0,8.0,300.0,5.0,,9.1,12411.0,376.0,0.19,41.0,18.0,6.0,8.0,8.0,1.24,0.55,0.24,0.18,0.154,21239.0,256.0,20432.0,551.0,644.0,0.259,0.24,0.667,0.0,0.0,0.0,0.0,0.0,468.0,11.0,816.0,0.0,0.0,5659.0,5659.0,1583.0,0.0,14825.0,3379.0,24.0,456.0,11933.0,41.0,11.0,28.0,0.0,150.0
8,Red Side,LCK,2024,55889,Dplus KIA,True,32.983,Aiming,ADC,17.0,4.0,1.0,7.0,11.0,350.0,24.0,,10.6,18270.0,554.0,0.28,48.0,13.0,17.0,4.0,4.0,1.46,0.39,0.12,0.52,0.18,19403.0,12230.0,5762.0,1411.0,588.0,0.237,0.33,0.917,0.0,1.0,0.0,0.0,0.0,2570.0,36.0,1301.0,1.0,0.0,10660.0,10660.0,3194.0,0.0,10135.0,0.0,3.0,111.0,14460.0,36.0,8.0,23.0,150.0,200.0
9,Red Side,LCK,2024,55889,Dplus KIA,True,32.983,Kellin,SUPPORT,14.0,1.0,0.0,10.0,100.0,19.0,0.0,,0.6,9248.0,280.0,0.142,96.0,53.0,7.0,12.0,12.0,2.91,1.61,0.36,0.21,0.36,7846.0,565.0,7281.0,0.0,238.0,0.096,0.33,0.917,0.0,0.0,0.0,0.0,0.0,728.0,3.0,813.0,0.0,0.0,1101.0,1101.0,10024.0,7362.0,4170.0,1589.0,27.0,193.0,8698.0,0.0,14.0,28.0,0.0,0.0
0,Blue Side,LCK,2024,55885,T1,True,30.017,Zeus,TOP,16.0,4.0,6.0,6.0,1.7,236.0,12.0,,7.9,13567.0,452.0,0.223,40.0,17.0,13.0,7.0,6.0,1.33,0.57,0.23,0.43,0.142,15294.0,7701.0,7593.0,0.0,510.0,0.219,0.33,0.769,10.0,0.0,1.0,0.0,0.0,372.0,17.0,-457.0,-1.0,0.0,7058.0,7058.0,4150.0,0.0,12230.0,0.0,29.0,254.0,20004.0,190.0,10.0,28.0,0.0,0.0
